"Date","Price (Close)","Circulating Marketcap","Realized Marketcap"
"2021-04-15","63224.16826547406","1178539927217.2983","350125576862.63965"
"2021-04-14","63026.70862626945","1189864499333.047","347894106272.8373"
"2021-04-13","63631.40602951756","1118548250696.8909","345106468256.1422"
"2021-04-12","59843.12039784084","1121112287208.0544","342483198777.9251"
"2021-04-11","60055.85029033848","1117193135199.0933","340957923050.2496"
"2021-04-10","59757.77544139458","1085809042437.53","340157685714.5203"
"2021-04-09","58116.80036587028","1085176311880.4955","338464920282.3927"
"2021-04-08","58074.76252721877","1045320023699.7196","337699839926.73474"
"2021-04-07","56010.00093415858","1083949421054.3401","336582645726.6915"
"2021-04-06","58008.93216234953","1104734548995.7515","335922143988.2082"
"2021-04-05","59131.6974987984","1087586459019.2196","330468773465.2844"
"2021-04-04","58220.434940068626","1064974104987.1624","329514392862.93463"
"2021-04-03","57075.67222383482","1101720804694.1775","328920822540.502"
"2021-04-02","58976.88255973288","1096968605998.2646","328616351737.39484"
"2021-04-01","58716.17875188993","1098134105363.0724","327236946729.3243"
"2021-03-31","58855.455415760356","1097948426062.9711","325177638580.5706"
"2021-03-30","58776.67974136909","1076187375167.7062","323820224022.89825"
"2021-03-29","57626.176953541435","1041730909529.0612","321976662195.17224"
"2021-03-28","55770.15953667183","1043025137954.9784","320520566028.664"
"2021-03-27","55840.939935541406","1027944890743.6162","319878678604.92175"
"2021-03-26","55058.52259271833","958351879766.914","318864818201.9773"
"2021-03-25","51319.30449867274","975874944141.138","316881441527.8909"
"2021-03-24","52295.92208865269","1014552630257.2045","315586320011.87396"
"2021-03-23","54347.44862887336","1010034134820.4027","314660686459.7109"
"2021-03-22","54103.94356512454","1071103294855.8071","312579041626.8052"
"2021-03-21","57368.10100657577","1084551107420.8713","311613997845.45215"
"2021-03-20","58106.77070556337","1083286549345.8257","310773461977.7591"
"2021-03-19","58045.14273401708","1075920500997.67","309791564688.3957"
"2021-03-18","57642.073169206975","1099677055985.615","308941346023.27545"
"2021-03-17","58908.92465699068","1062292686430.6348","308069023806.789"
"2021-03-16","56916.05709501875","1038293932035.6172","306206688670.89136"
"2021-03-15","55623.076377115976","1103586572753.2642","304574215782.03955"
"2021-03-14","58980.62573399356","1141745957369.4324","303262572467.9198"
"2021-03-13","61174.1891272131","1067749879362.7014","301673756781.2079"
"2021-03-12","57232.049447359816","1078483066537.7874","299504852791.0792"
"2021-03-11","57802.94451426763","1044902127022.7821","297076873839.0579"
"2021-03-10","55875.761472289734","1024306453847.8397","293741018445.9692"
"2021-03-09","54919.74944598506","975744841055.3679","291791561765.3196"
"2021-03-08","52402.09893015827","953892251043.3829","289959318356.41016"
"2021-03-07","50984.953490345855","911205831275.9735","288196970438.7566"
"2021-03-06","48900.346470255696","911127752838.12","287516815480.9114"
"2021-03-05","48774.489196829236","903763765522.3892","286945047632.2714"
"2021-03-04","48372.152036112624","941197221796.3375","285827988615.5291"
"2021-03-03","50379.503545548505","902024271370.0706","285216111067.4622"
"2021-03-02","48500.72357412484","925109867054.0967","284027729813.23224"
"2021-03-01","49611.571197449375","842236569101.3889","282968821458.8698"
"2021-02-28","45223.360320288084","860841190117.2823","281022018508.5664"
"2021-02-27","46168.27661083373","864090632634.075","280602418676.0864"
"2021-02-26","46309.90958385055","873193208441.5833","281087108423.46045"
"2021-02-25","47085.01708424623","927345377393.1578","279084345448.48834"
"2021-02-24","49734.20642179292","911718271022.4523","277427108258.96326"
"2021-02-23","48909.54895640467","1009054670097.8433","275132798020.0827"
"2021-02-22","54129.45619613322","1071388563827.6819","272702546326.25385"
"2021-02-21","57475.84229233257","1042840755391.9865","270717042748.05997"
"2021-02-20","55898.15513417214","1043089205963.7136","268422731856.63824"
"2021-02-19","55951.07987755098","961962522985.4905","266023007408.93512"
"2021-02-18","51584.6023151462","971812668845.1917","259416913094.3885"
"2021-02-17","52158.95343834736","917916958023.3743","256441633753.0236"
"2021-02-16","49262.75663491218","893689819092.4603","253427470476.52737"
"2021-02-15","47928.934007870586","907923251626.9891","251660098925.88785"
"2021-02-14","48647.20217256926","879483130615.9792","248892932107.74277"
"2021-02-13","47219.18701380294","883805467718.3763","247875653569.7925"
"2021-02-12","47407.35498048744","899512098762.1914","247293232790.66275"
"2021-02-11","48099.28450629842","836853114319.7894","244676346855.7699"
"2021-02-10","44842.77562737279","867586448793.9548","242177859274.24503"
"2021-02-09","46496.443817465246","866244139243.9003","239578961835.44922"
"2021-02-08","46445.54808704057","724764663166.7177","234851284682.5558"
"2021-02-07","38863.061839460235","732263493464.609","231227145736.18765"
"2021-02-06","39227.83557383923","713688666010.9946","230067166738.64056"
"2021-02-05","38318.49042400525","688793386651.9125","228945515947.3368"
"2021-02-04","36981.97460991207","701732939456.0735","226943834860.31564"
"2021-02-03","37676.07494733297","661830445100.9274","225575853983.67322"
"2021-02-02","35504.720256366854","625077391868.0194","224458978158.4077"
"2021-02-01","33539.10300280868","616801790762.7345","223322157876.7939"
"2021-01-31","33127.64139957577","639099176151.9249","222826545524.1004"
"2021-01-30","34307.31795218959","639163108329.9226","222160285496.8974"
"2021-01-29","34258.70212830517","621771906515.1191","221493551950.69592"
"2021-01-28","33447.711282308104","565849325609.4185","219988025654.4655"
"2021-01-27","30420.103620682847","606112189062.8495","218656661778.8758"
"2021-01-26","32510.005765041406","601328269470.5337","217610679908.96255"
"2021-01-25","32263.031155651868","601292321066.8339","217247994413.11444"
"2021-01-24","32294.122501789545","597776563325.545","216921808301.2368"
"2021-01-23","32104.272426874544","614983044445.5562","216717660231.0313"
"2021-01-22","32978.65509038433","572272234996.6815","216452810223.77762"
"2021-01-21","30834.975924568964","660996439691.5017","216030584787.63522"
"2021-01-20","35500.97573787246","670232365840.1569","216200173952.7714"
"2021-01-19","35910.4430569214","681625342517.1907","215625470131.0797"
"2021-01-18","36635.73709163373","666739697112.2242","214906582152.0548"
"2021-01-17","35824.861295771465","671075529467.4072","213556640475.4742"
"2021-01-16","35999.69232802583","685742794914.0067","212966648206.82477"
"2021-01-15","36751.118697750244","730850287738.7826","212272369159.26385"
"2021-01-14","39115.16169599422","695030771784.6184","211142283537.5156"
"2021-01-13","37380.05783087508","633119204803.796","209012142006.81198"
"2021-01-12","34033.1270330233","661312777175.4159","207302594514.4577"
"2021-01-11","35435.65105196162","710960335048.0237","206446735538.1196"
"2021-01-10","38177.893648857644","748165592486.0571","205053696607.8096"
"2021-01-09","40258.28207770266","755050051094.5511","203539371846.08997"
"2021-01-08","40638.66321617064","734285381736.0778","200127448285.08682"
"2021-01-07","39485.03871628065","686344296251.1123","194858858482.2081"
"2021-01-06","36845.42719009862","631814240453.3325","189200296814.33786"
"2021-01-05","34033.02844076571","595035371267.3988","185562691006.31665"
"2021-01-04","32013.657608160636","614901754357.2454","182518467772.27325"
"2021-01-03","33061.90871061275","598995346113.6127","180167391326.78888"
"2021-01-02","32200.200908880128","546768487332.4948","177063574058.36212"
"2021-01-01","29402.176951267076","538289497369.83527","173596230367.0019"
"2020-12-31","28961.16419054453","537234140923.7127","171741198124.31195"
"2020-12-30","28886.315853439122","508154613822.962","170271920718.58884"
"2020-12-29","27360.005185391336","502825548153.24347","168306828968.31726"
"2020-12-28","27032.289152072073","487337947433.2435","165655201742.71432"
"2020-12-27","26250.457794284153","491734820418.7102","161891452657.66263"
"2020-12-26","26463.33316440837","458559902195.9824","160403583103.89508"
"2020-12-25","24706.341348007194","441283000765.1081","159301169158.64368"
"2020-12-24","23725.788082277857","431967463176.6168","158837563273.2764"
"2020-12-23","23228.629319338434","443097198448.144","157363130883.6699"
"2020-12-22","23820.557824810665","422096232804.7969","155875163340.34555"
"2020-12-21","22723.095651267435","436272023302.1217","154004997046.66812"
"2020-12-20","23475.541466191804","443638779998.41095","153316446365.61203"
"2020-12-19","23850.645713444243","430363531595.29645","152450281854.6059"
"2020-12-18","23138.057567786123","423989738649.11224","151697081536.6947"
"2020-12-17","22811.018280698045","396740139875.7134","149095724936.96262"
"2020-12-16","21358.62999783341","361229762503.95306","146790733664.6428"
"2020-12-15","19436.294766945317","358162776220.3441","145286046993.2468"
"2020-12-14","19270.45298307664","356081847030.9115","144762079063.81042"
"2020-12-13","19163.827292556005","349067344304.13385","144364776204.41232"
"2020-12-12","18815.684348943712","335427049525.61554","143272945779.37457"
"2020-12-11","18037.611443494254","339169497735.36786","142833080655.18112"
"2020-12-10","18254.412586683327","344519408002.161","142585683445.7198"
"2020-12-09","18548.17205079044","340253979570.75116","142369647045.6231"
"2020-12-08","18313.233587312126","356295606434.0126","141679908415.14276"
"2020-12-07","19176.89398080659","360148760197.4583","141456785327.03857"
"2020-12-06","19376.099495355244","355883683395.4798","141067092014.85315"
"2020-12-05","19158.831543991393","346526032940.41284","140855010996.50964"
"2020-12-04","18657.346967566835","360998375564.52826","140648608262.74597"
"2020-12-03","19440.184947706588","357018240045.70764","140349768894.20935"
"2020-12-02","19222.1281061467","349058229375.5359","139748437370.63715"
"2020-12-01","18784.537073311265","365102068215.8342","139003059765.31674"
"2020-11-30","19704.012090494074","337675146886.34705","138381987061.33203"
"2020-11-29","18200.009909142016","329103462063.0601","137311201028.42519"
"2020-11-28","17735.399577434462","318323658738.3863","137029525785.68767"
"2020-11-27","17150.161470000054","318448414298.3173","136810308945.08539"
"2020-11-26","17169.6983723484","347461986580.19147","136468893471.65259"
"2020-11-25","18713.381530059873","355872949674.7441","136122926860.09178"
"2020-11-24","19168.063925287213","341032021349.15283","135726210365.77003"
"2020-11-23","18372.29556338157","341023384903.13947","134848829884.0584"
"2020-11-22","18434.304930041744","346764704851.62805","134263367189.35182"
"2020-11-21","18703.929118306954","346899892201.9064","133982102300.24109"
"2020-11-20","18684.69658753344","331086858902.3381","133351759413.87596"
"2020-11-19","17825.902819618786","330070073846.8256","131967443617.0368"
"2020-11-18","17786.11943438156","328074935425.0832","131553048843.15309"
"2020-11-17","17676.568067283857","308916411912.55084","130269102056.66582"
"2020-11-16","16720.14495412508","293885870497.4474","129387729858.50734"
"2020-11-15","15946.200234084316","296299476442.3498","128962280427.00632"
"2020-11-14","16071.501880622025","302835598677.7192","128818727351.85338"
"2020-11-13","16327.268311301585","301545722368.58215","128601487322.85785"
"2020-11-12","16314.969101500921","291350378184.5533","128176333107.61192"
"2020-11-11","15696.276644792793","284008795478.14624","127608427907.11253"
"2020-11-10","15307.296910843444","284124441317.7257","127229997297.79202"
"2020-11-09","15334.478548100205","287262786777.3535","126930836287.77316"
"2020-11-08","15480.699950380256","275105104673.05914","126591229395.87842"
"2020-11-07","14835.492064570413","288773720918.03564","125998523683.95789"
"2020-11-06","15597.044548611746","289396559118.80096","125918164086.50816"
"2020-11-05","15604.46239984464","262214194796.29388","125358259278.69016"
"2020-11-04","14150.50474456989","260095924039.55374","124212204793.93845"
"2020-11-03","14024.223844250597","251506260663.2414","123821859755.70198"
"2020-11-02","13551.602757465545","253480979350.16797","121960611489.40685"
"2020-11-01","13729.432316474864","256325850254.93155","121616964062.96504"
"2020-10-31","13792.545983311993","251536884349.48575","121404599038.2904"
"2020-10-30","13561.921123389513","249487678161.82205","121176662797.86414"
"2020-10-29","13457.647186795755","246285629770.5695","120997048979.60236"
"2020-10-28","13277.455398541833","252876578240.0346","120682164963.20514"
"2020-10-27","13642.269298921812","242157545594.42712","120444774923.95026"
"2020-10-26","13065.373028309981","241434901854.94855","120002443461.54124"
"2020-10-25","13036.166404215819","243054637578.6331","119868792651.60255"
"2020-10-24","13119.109865163622","239916512767.74084","119735492272.47939"
"2020-10-23","12935.122548614849","240697301990.3424","119473362075.9485"
"2020-10-22","12977.34543136124","237502948326.65845","119180984954.4591"
"2020-10-21","12805.891789050133","220976880276.1381","118205430504.15138"
"2020-10-20","11921.282792419986","217858176577.75565","117721634904.22803"
"2020-10-19","11758.017769624357","213351575025.1197","117489517561.26527"
"2020-10-18","11510.049198155688","210627127973.33435","117136707438.14966"
"2020-10-17","11369.83301823898","209877091277.9475","117084943110.70848"
"2020-10-16","11325.371570286781","213187512406.0887","117045049265.35954"
"2020-10-15","11512.300986992706","211739062877.157","117003906260.77763"
"2020-10-14","11427.421744711804","211776288629.01367","116879905926.0594"
"2020-10-13","11428.42499293522","213778056997.48935","116754640387.42894"
"2020-10-12","11537.90429148588","210815062568.10345","116660462827.61122"
"2020-10-11","11372.930333797227","209481873696.99252","116534765340.91931"
"2020-10-10","11301.979624503701","204844592651.2357","116446438697.87462"
"2020-10-09","11059.017748895169","202449340189.5277","116363756846.61824"
"2020-10-08","10931.050045798813","197618983242.05844","116232278240.83829"
"2020-10-07","10666.551781390255","196344098096.3962","116123482319.42781"
"2020-10-06","10600.332191839323","199814859171.49896","116047965112.80212"
"2020-10-05","10796.394639779477","197605876943.1912","116035132679.58562"
"2020-10-04","10672.147761247581","195347070974.21744","115969093331.75299"
"2020-10-03","10547.090187390735","195784553494.5","115932949526.17125"
"2020-10-02","10573.922845292678","196522977204.87668","115918505934.90959"
"2020-10-01","10620.221733756225","199569289388.6261","115895895609.00893"
"2020-09-30","10799.727779712226","200710423920.58688","115896327087.42737"
"2020-09-29","10844.120564334173","198001479606.6288","115858909297.6835"
"2020-09-28","10694.391198250867","199641864808.42264","115651826895.2056"
"2020-09-27","10777.150812130438","198627407456.94244","115618317703.05199"
"2020-09-26","10732.853957615032","197910806345.32806","115587598741.54211"
"2020-09-25","10692.766161243719","198791610657.95508","115537359873.79195"
"2020-09-24","10739.08596486566","189537496899.4882","115463862010.56303"
"2020-09-23","10236.562016692355","194941021863.62753","115379693088.62642"
"2020-09-22","10531.059676421688","192800456206.81192","115434400724.67917"
"2020-09-21","10416.406739108954","202107625806.32367","115322652879.88976"
"2020-09-20","10921.35861283799","205046792112.41553","115380387640.34009"
"2020-09-19","11081.847043074697","202308692192.99588","115334494550.87291"
"2020-09-18","10934.911329372568","202506078468.47162","115223436204.30481"
"2020-09-17","10942.424670856783","202676268515.1288","115126175033.31564"
"2020-09-16","10957.54812434909","199514221327.3057","115047354323.81476"
"2020-09-15","10787.421910504658","197498816494.9625","114890614507.06148"
"2020-09-14","10675.892813262217","191180628570.02176","114797273597.58656"
"2020-09-13","10331.928535849678","193225916545.7158","114731557961.55347"
"2020-09-12","10443.55161000525","192309775146.36258","114722567706.8038"
"2020-09-11","10393.989499699157","191315576855.1842","114718490360.22528"
"2020-09-10","10341.458632285156","189091795578.57343","114717315942.12961"
"2020-09-09","10222.136968622344","187329069853.80536","114694689101.76689"
"2020-09-08","10127.999594658259","191931626672.1896","114702002575.64107"
"2020-09-07","10374.655282429936","189701207811.8192","114741483616.9758"
"2020-09-06","10255.26237477805","188066960854.42923","114748434383.68321"
"2020-09-05","10169.711661221745","193494778711.07626","114743215909.82909"
"2020-09-04","10472.97973515739","187981792447.5718","114805922864.71951"
"2020-09-03","10160.905885683474","210674916111.8664","114773015315.9317"
"2020-09-02","11399.389661676887","220529639514.11682","114954523482.23656"
"2020-09-01","11937.101016280307","215482719248.4624","114914370150.38666"
"2020-08-31","11656.274209349587","216561635881.45767","114656990695.02534"
"2020-08-30","11714.428919911317","212126652658.41577","114503990918.74963"
"2020-08-29","11472.987008594671","213198764451.40973","114400086187.20233"
"2020-08-28","11535.357603436536","209436707784.17035","114379801428.61047"
"2020-08-27","11333.689249607454","211855718868.13495","114237608009.86221"
"2020-08-26","11467.148731836502","209337233579.02237","114194205097.70146"
"2020-08-25","11326.099616643365","217203344667.75818","114111936307.58588"
"2020-08-24","11756.998162747965","215288907095.5628","114067965700.85498"
"2020-08-23","11654.50098877271","215711165096.3692","113938214743.13113"
"2020-08-22","11669.785268494268","212973798798.48782","113891681632.24586"
"2020-08-21","11531.14479742931","219189644915.34094","113833084546.43268"
"2020-08-20","11867.15535743349","217272669294.44922","113744850275.94598"
"2020-08-19","11758.681263255907","220828337888.01422","113616355143.73705"
"2020-08-18","11958.294460559637","227238620880.42285","113550254366.67291"
"2020-08-17","12297.421352112686","220014865681.91672","113448071603.72928"
"2020-08-16","11916.514787748069","219052458900.5622","113034369674.28917"
"2020-08-15","11859.31565877932","217467329365.92853","112936378282.52542"
"2020-08-14","11776.738110897952","217823111142.95258","112825685492.50027"
"2020-08-13","11795.658687907586","213598634406.00003","112653363946.97357"
"2020-08-12","11570.119663050687","210282787695.9149","112468646465.51277"
"2020-08-11","11390.093881715004","219696394958.18753","112334578636.96758"
"2020-08-10","11903.36350582731","215756547846.70093","112169855407.40025"
"2020-08-09","11687.573584690967","217314891445.00327","112004959124.28773"
"2020-08-08","11772.009767780813","214190715733.75015","111858884976.62628"
"2020-08-07","11603.64554509765","217305372857.27438","111621180053.80179"
"2020-08-06","11769.468967577628","216960097019.18454","111286939096.83295"
"2020-08-05","11755.606191767569","206658037342.36923","110844589895.76619"
"2020-08-04","11197.404858419628","207274876560.4943","110515009004.7507"
"2020-08-03","11231.03193293241","204301180156.96448","110406402399.26088"
"2020-08-02","11071.16040657346","217950805360.30017","110043773477.55806"
"2020-08-01","11817.393998963676","209531693349.8243","109975023679.40646"
"2020-07-31","11353.029314848976","205140231549.05414","109787923322.7054"
"2020-07-30","11114.605126518465","205007789077.26193","109568095675.65642"
"2020-07-29","11111.827030185063","201774305005.90906","109364555631.86227"
"2020-07-28","10930.206165236918","203852587636.19324","109150950631.31256"
"2020-07-27","11047.08655454852","183484311080.96146","108824377691.66026"
"2020-07-26","9940.629897541914","179191181660.6864","108330224151.69958"
"2020-07-25","9713.542764853619","176212730729.6911","108242653446.28714"
"2020-07-24","9561.660405626593","177356510704.0649","108176769161.54976"
"2020-07-23","9613.605230329485","176053073548.19492","108127096891.064"
"2020-07-22","9530.351276763575","173307978832.11707","108041750319.68776"
"2020-07-21","9394.466919331002","169005500760.95462","107948883988.43501"
"2020-07-20","9161.410422347595","170048074255.13297","107894191349.70287"
"2020-07-19","9213.444769249849","169253976357.49542","107885285472.40508"
"2020-07-18","9172.971749500575","168832438052.8446","107850937335.94263"
"2020-07-17","9154.080707689796","168433862712.80945","107835979742.71014"
"2020-07-16","9130.58133769898","169557202726.16376","107830047727.36278"
"2020-07-15","9190.168181737281","170700400067.23822","107820341542.52121"
"2020-07-14","9255.537820688054","170339853297.5585","107774551117.74922"
"2020-07-13","9241.207443521529","171596326158.16702","107713404168.99362"
"2020-07-12","9302.75600404417","170296199270.70834","107698730982.10526"
"2020-07-11","9233.317787143025","171315258830.85226","107677269471.75922"
"2020-07-10","9288.48162921401","170300870534.38205","107662093401.40819"
"2020-07-09","9233.148573890765","174011187485.04428","107635973422.27507"
"2020-07-08","9438.607169615329","170644879606.09805","107607494237.4064"
"2020-07-07","9257.454061961867","172296285625.20474","107445930375.59142"
"2020-07-06","9346.721637957846","167350714762.1054","107421504971.08138"
"2020-07-05","9076.519364518026","168472831442.26926","107361102470.12354"
"2020-07-04","9138.26289436895","166946027710.2068","107351108957.31163"
"2020-07-03","9059.484840050285","167550272045.72678","107331333678.94012"
"2020-07-02","9088.744012551142","170239781002.31366","107317434076.5374"
"2020-07-01","9236.616397175723","168417197774.62964","107318359687.25467"
"2020-06-30","9158.90157741598","169302513504.71918","107283411118.0861"
"2020-06-29","9180.793174484372","167949807098.10095","107229864411.7017"
"2020-06-28","9112.658751677218","165925019069.0871","107195466849.48557"
"2020-06-27","9003.726084451911","168700957533.49426","107181629476.45119"
"2020-06-26","9155.67802709783","170261976678.26773","107184653090.0714"
"2020-06-25","9242.103387812058","171314537088.55603","106904474216.43019"
"2020-06-24","9287.570469952603","177251086616.08127","106918779917.35583"
"2020-06-23","9621.789561256643","178512445036.5787","106965454066.29166"
"2020-06-22","9688.285776956316","171266343556.47302","106904314304.85898"
"2020-06-21","9287.670366696435","172350296848.5802","106798884568.76192"
"2020-06-20","9353.65975317441","171256526141.36026","106770626613.99341"
"2020-06-19","9299.224369277788","172717309857.15656","106740747496.46252"
"2020-06-18","9376.346354874262","174209827273.95822","106745344807.03079"
"2020-06-17","9454.740878711995","175454357727.78812","106476437357.00238"
"2020-06-16","9525.10809979166","173627697133.6253","106457805246.90941"
"2020-06-15","9428.160141117174","171830739723.09918","106396951196.99097"
"2020-06-14","9334.807054779269","174478960447.76263","106350403076.00021"
"2020-06-13","9472.327797702723","174204637113.58334","106331176101.8455"
"2020-06-12","9462.250729279524","170981552708.13367","106306672867.94356"
"2020-06-11","9267.579316933005","182043094464.08923","106267663961.5331"
"2020-06-10","9888.807412060076","180011114999.93085","106325296944.18108"
"2020-06-09","9778.164654802196","180110856149.8968","106246827959.98239"
"2020-06-08","9785.435997038783","179467124962.67972","106171524170.39122"
"2020-06-07","9751.488717625121","177969801826.95123","105981237968.94005"
"2020-06-06","9666.542288181876","177058923608.79086","105940627438.613"
"2020-06-05","9617.090420820421","180161979554.6596","105895497473.49068"
"2020-06-04","9788.178936133976","177710992486.65286","105870952151.1057"
"2020-06-03","9665.937360861135","175437323564.14395","105756171571.25414"
"2020-06-02","9519.293396234225","187975421233.75092","105677138524.46654"
"2020-06-01","10207.837560226246","173800774408.71936","105703851814.16275"
"2020-05-31","9444.414655542003","178501727423.42783","105338161733.8862"
"2020-05-30","9698.898059252704","173331424935.30518","105326120951.25685"
"2020-05-29","9422.103158711489","176045682463.14178","105268001725.80284"
"2020-05-28","9577.691532034412","169389785663.01428","105213823414.42752"
"2020-05-27","9204.400057143941","162651534579.52325","105134951460.42801"
"2020-05-26","8840.03805068224","163632007795.11755","105058056354.7979"
"2020-05-25","8898.028610535259","164111079141.83554","105065699289.06236"
"2020-05-24","8714.09391166191","168771083087.91946","105124412357.13545"
"2020-05-23","9178.907037934596","168587840322.4291","105147065863.5803"
"2020-05-22","9169.589736107926","166337045115.35382","105113359105.84093"
"2020-05-21","9057.416448393073","174770184468.16867","105105092239.12425"
"2020-05-20","9507.786547747774","179906059487.57132","105157068569.37048"
"2020-05-19","9778.849823144124","179209523415.90253","105129232113.74727"
"2020-05-18","9752.214887955068","177890802788.6058","104975717653.51576"
"2020-05-17","9678.114831553246","172545006989.1586","104772165917.65547"
"2020-05-16","9385.357366002907","171116913579.31674","104702390499.85616"
"2020-05-15","9309.271876375644","179997564590.18744","104665430345.46518"
"2020-05-14","9793.744069612485","171051625226.18512","104631163956.9885"
"2020-05-13","9323.85775412173","162077494049.08926","104449720274.82681"
"2020-05-12","8817.972241929569","158199394807.34158","104264169720.1261"
"2020-05-11","8568.403634992781","160712196748.54987","104255430937.15355"
"2020-05-10","8726.847140033076","175322061844.5081","104352592111.42004"
"2020-05-09","9538.897856885298","180350979849.06052","104401830980.72403"
"2020-05-08","9809.862756776072","183557975348.58932","104383077965.31595"
"2020-05-07","9999.511736997374","168383482843.95255","104150690295.01503"
"2020-05-06","9155.684258469437","166080548147.11646","103413654118.13274"
"2020-05-05","9028.860591935168","163266718195.68704","103161176582.3718"
"2020-05-04","8886.182931340336","163513399145.40176","103064226958.00473"
"2020-05-03","8903.399224607956","164816548407.93094","102965892747.8753"
"2020-05-02","8982.890539709466","162044216181.0818","102884541121.9142"
"2020-05-01","8829.83840966908","158664367975.74612","102783875443.96182"
"2020-04-30","8626.555603963212","161352042380.13223","102600329260.32451"
"2020-04-29","8785.316070743344","142396232246.06247","102340367913.64032"
"2020-04-28","7753.418369493194","142941857620.51978","101543202446.31477"
"2020-04-27","7786.530477029904","141282422465.80402","101504524323.42169"
"2020-04-26","7701.736565197989","138473860830.7903","101291627832.09653"
"2020-04-25","7543.924522287693","137773362121.08173","101251503293.39975"
"2020-04-24","7514.126301027261","137342577531.649","101218694912.23367"
"2020-04-23","7486.852624260107","130849726163.31467","101146320357.42505"
"2020-04-22","7135.508417025834","125629841296.6625","101041684367.23595"
"2020-04-21","6857.3034008803","125382919462.93422","101005663653.50441"
"2020-04-20","6837.716265647171","130827871699.87752","101019623820.93587"
"2020-04-19","7130.827026276954","133186394700.1165","101077162196.68819"
"2020-04-18","7257.5297375431755","129057621766.14186","101068074275.84242"
"2020-04-17","7036.315819242109","130424657589.04623","101030364561.13263"
"2020-04-16","7073.71585506765","121501744304.2108","101018301879.69499"
"2020-04-15","6714.480925862025","125933252507.58865","100976131482.59128"
"2020-04-14","6875.383794196854","125645857320.82353","101016104682.62378"
"2020-04-13","6855.122402041605","126742699110.56601","101012742499.21822"
"2020-04-12","6911.609896764899","126311608555.26022","101027876525.3178"
"2020-04-11","6888.287612691595","125972987096.58093","101012544673.87303"
"2020-04-10","6870.103233510345","133360092803.2588","101010698982.76646"
"2020-04-09","7293.342315865617","135064117151.18236","101401426188.0556"
"2020-04-08","7370.3228526235125","132305295898.72647","101371646164.12674"
"2020-04-07","7199.711598707606","134468474055.61086","101303452701.98717"
"2020-04-06","7342.581921877739","124150473195.01662","101328941230.7355"
"2020-04-05","6780.268407535982","125838657518.30153","101160404858.8298"
"2020-04-04","6872.605219111627","123484446742.862","101143749184.16165"
"2020-04-03","6740.347723885679","124671053345.19225","101124829510.37892"
"2020-04-02","6799.219403080545","121806570732.22778","101127899290.52628"
"2020-04-01","6661.999749495881","117598390682.61491","101109962013.59636"
"2020-03-31","6426.07651612687","117153914254.44334","101389239458.45871"
"2020-03-30","6406.941005134504","107830795740.60675","101426870761.1688"
"2020-03-29","5879.887346227628","114527148139.70639","101441674688.98662"
"2020-03-28","6251.315361733161","116606720701.77107","101531421028.64214"
"2020-03-27","6368.67783565907","123632356837.56657","101579675948.68211"
"2020-03-26","6718.236472825736","122507060235.77155","101637240488.37369"
"2020-03-25","6689.614806896922","123774751837.22661","101603154509.79759"
"2020-03-24","6767.965341631038","118910429336.35808","101625867332.1513"
"2020-03-23","6495.92971650934","106498009443.32652","101442673397.18384"
"2020-03-22","5820.527342561931","113384524971.62488","101403595696.04803"
"2020-03-21","6194.187191149058","113873699079.68082","101420075735.85924"
"2020-03-20","6204.773950806677","113197559825.86902","101422487393.06236"
"2020-03-19","6184.820416473571","98887832188.70232","101590169028.80937"
"2020-03-18","5411.842018282379","97978329054.22925","101500406350.86438"
"2020-03-17","5336.203408028168","92093367860.14717","101566444210.56151"
"2020-03-16","5041.082208792034","98090324376.0372","101719675053.62672"
"2020-03-15","5348.231593973001","95360771097.10748","102137534076.13464"
"2020-03-14","5204.732144334111","102859740069.06812","102243645666.05302"
"2020-03-13","5632.209299175679","88391666659.32887","102576116567.27042"
"2020-03-12","4842.943406770192","145486513306.05545","103245195959.2897"
"2020-03-11","7940.986247868867","144239237778.86963","105442350680.15797"
"2020-03-10","7895.316673275938","145359833173.5167","105700666427.75186"
"2020-03-09","7933.6211673686585","147087160927.1165","105804387818.65492"
"2020-03-08","8041.740677619292","162707963105.00894","105979150874.5877"
"2020-03-07","8890.389941180743","167278408940.86987","106044790401.99895"
"2020-03-06","9155.513204177387","165527464849.83313","106043503006.90286"
"2020-03-05","9069.864635128117","160059344370.74426","105987423258.7061"
"2020-03-04","8758.234259303637","160054746269.4318","105944562243.79436"
"2020-03-03","8763.216083866864","162910109719.68558","106192303893.52118"
"2020-03-02","8919.1005775489","156233939675.18396","106151088253.88078"
"2020-03-01","8524.001915693518","156090967212.88248","106079481488.29706"
"2020-02-29","8527.351305382792","159105473704.15912","106095412906.83359"
"2020-02-28","8704.479409066636","160791181691.99408","106116218816.56749"
"2020-02-27","8816.775217820401","160466607343.171","106120968660.75978"
"2020-02-26","8783.752231887021","170009680417.5664","106173882835.31361"
"2020-02-25","9310.294008172395","176301230031.71274","106264619977.52559"
"2020-02-24","9658.34645630577","182139327289.57455","106136289747.86015"
"2020-02-23","9967.662667118826","176322872933.99985","106102726637.69727"
"2020-02-22","9667.032271468503","176706391668.02744","106022352820.75168"
"2020-02-21","9689.543722297458","175173654112.92355","105983033401.21431"
"2020-02-20","9606.993073221038","175052839552.56177","105931105362.31262"
"2020-02-19","9597.029281927757","185663370589.00882","105934241985.64336"
